component,mr_group,intercept,slack,slope_basis
crops,produce:gram_irrigated:region0350_c3,-0.887898,0,
crops,produce:gram_irrigated:region0351_c0,-100,0,
crops,produce:gram_irrigated:region0351_c1,-100,0,
crops,produce:gram_irrigated:region0351_c2,-100,0,
crops,produce:gram_irrigated:region0351_c3,-100,0,
crops,produce:gram_irrigated:region0352_c1,-78.3959,0,
crops,produce:gram_irrigated:region0352_c2,-78.2349,0,
crops,produce:gram_irrigated:region0353_c0,-100,0,
crops,produce:gram_irrigated:region0353_c1,-100,0,
crops,produce:gram_irrigated:region0353_c2,-100,0,
crops,produce:gram_irrigated:region0354_c0,-100,0,
crops,produce:gram_irrigated:region0354_c1,-100,0,
crops,produce:gram_irrigated:region0354_c2,-1.04385,0,
crops,produce:gram_irrigated:region0354_c3,-0.958467,0,
crops,produce:gram_irrigated:region0355_c3,-0.953886,0,
crops,produce:gram_irrigated:region0356_c0,-100,0,
crops,produce:gram_irrigated:region0356_c1,-1.1148,0,
crops,produce:gram_irrigated:region0356_c2,-1.10718,0,
crops,produce:gram_irrigated:region0356_c3,-1.0782,0,
crops,produce:gram_irrigated:region0357_c0,-1.27133,0,
crops,produce:gram_irrigated:region0357_c1,-1.2684,0,
crops,produce:gram_irrigated:region0357_c2,-1.26367,0,
crops,produce:gram_irrigated:region0357_c3,-1.25716,0,
crops,produce:gram_irrigated:region0358_c0,-1.23895,0,
crops,produce:gram_irrigated:region0358_c1,-1.25152,0,
crops,produce:gram_irrigated:region0358_c2,-1.24559,0,
crops,produce:gram_irrigated:region0358_c3,-1.24345,0,
crops,produce:gram_irrigated:region0359_c0,-1.27225,0,
crops,produce:gram_irrigated:region0359_c1,-1.27792,0,
crops,produce:gram_irrigated:region0359_c2,-1.27399,0,
crops,produce:gram_irrigated:region0359_c3,-1.26947,0,
crops,produce:gram_irrigated:region0360_c0,-1.34137,0,
crops,produce:gram_irrigated:region0360_c1,-1.37633,0,
crops,produce:gram_irrigated:region0360_c2,-1.35978,0,
crops,produce:gram_irrigated:region0360_c3,-1.35545,0,
crops,produce:gram_irrigated:region0361_c0,-1.28267,0,
crops,produce:gram_irrigated:region0361_c1,-1.27771,0,
crops,produce:gram_irrigated:region0361_c2,-1.27717,0,
crops,produce:gram_irrigated:region0361_c3,-1.26747,0,
crops,produce:gram_irrigated:region0362_c0,-1.26583,0,
crops,produce:gram_irrigated:region0362_c1,-1.2729,0,
crops,produce:gram_irrigated:region0362_c2,-1.26839,0,
crops,produce:gram_irrigated:region0362_c3,-1.26434,0,
crops,produce:gram_irrigated:region0363_c0,-1.23126,0,
crops,produce:gram_irrigated:region0363_c1,-1.25281,0,
crops,produce:gram_irrigated:region0363_c2,-1.28205,0,
crops,produce:gram_irrigated:region0363_c3,-1.28323,0,
crops,produce:gram_irrigated:region0364_c0,-1.25562,0,
crops,produce:gram_irrigated:region0364_c1,-1.25852,0,
crops,produce:gram_irrigated:region0364_c2,-1.25812,0,
crops,produce:gram_irrigated:region0364_c3,-1.22325,0,
crops,produce:gram_irrigated:region0365_c0,-1.20261,0,
crops,produce:gram_irrigated:region0365_c1,-1.20775,0,
crops,produce:gram_irrigated:region0365_c2,-1.20344,0,
crops,produce:gram_irrigated:region0365_c3,-1.2026,0,
crops,produce:gram_irrigated:region0366_c0,-1.27355,0,
crops,produce:gram_irrigated:region0366_c1,-1.33652,0,
crops,produce:gram_irrigated:region0366_c2,-1.34554,0,
crops,produce:gram_irrigated:region0366_c3,-1.34005,0,
crops,produce:gram_irrigated:region0367_c0,-1.25169,0,
crops,produce:gram_irrigated:region0367_c1,-1.2398,0,
crops,produce:gram_irrigated:region0367_c2,-1.23878,0,
crops,produce:gram_irrigated:region0367_c3,-1.23062,0,
crops,produce:gram_irrigated:region0368_c0,-1.23388,0,
crops,produce:gram_irrigated:region0368_c1,-1.23286,0,
crops,produce:gram_irrigated:region0368_c2,-1.2319,0,
crops,produce:gram_irrigated:region0368_c3,-1.22983,0,
crops,produce:gram_irrigated:region0369_c0,-1.17071,0,
crops,produce:gram_irrigated:region0369_c1,-1.21815,0,
crops,produce:gram_irrigated:region0369_c2,-1.18883,0,
crops,produce:gram_irrigated:region0369_c3,-1.1347,0,
crops,produce:gram_irrigated:region0370_c0,-1.26998,0,
crops,produce:gram_irrigated:region0370_c1,-1.2669,0,
crops,produce:gram_irrigated:region0370_c2,-1.26142,0,
crops,produce:gram_irrigated:region0370_c3,-1.26058,0,
crops,produce:gram_irrigated:region0371_c0,-1.1817,0,
crops,produce:gram_irrigated:region0371_c1,-1.18116,0,
crops,produce:gram_irrigated:region0371_c2,-1.16952,0,
crops,produce:gram_irrigated:region0371_c3,-76.9064,0,
crops,produce:gram_irrigated:region0372_c0,-1.26999,0,
crops,produce:gram_irrigated:region0372_c1,-1.30018,0,
crops,produce:gram_irrigated:region0372_c2,-1.30232,0,
crops,produce:gram_irrigated:region0372_c3,-1.29964,0,
crops,produce:gram_irrigated:region0374_c3,-0.272364,0,
crops,produce:gram_irrigated:region0378_c2,-0.594846,0,
crops,produce:gram_irrigated:region0378_c3,-0.597239,0,
crops,produce:gram_irrigated:region0379_c1,-0.45884,0,
crops,produce:gram_irrigated:region0386_c0,-3.64597,0,
crops,produce:gram_irrigated:region0386_c1,-3.62931,0,
crops,produce:gram_irrigated:region0386_c2,-3.58358,0,
crops,produce:gram_irrigated:region0386_c3,-3.55935,0,
crops,produce:gram_irrigated:region0387_c0,-100,0,
crops,produce:gram_irrigated:region0387_c1,-100,0,
crops,produce:gram_irrigated:region0387_c2,-1.12823,0,
crops,produce:gram_irrigated:region0387_c3,-1.12433,0,
crops,produce:gram_irrigated:region0388_c0,-1.14723,0,
crops,produce:gram_irrigated:region0388_c1,-1.13939,0,
crops,produce:gram_irrigated:region0389_c0,-2.30785,0,
crops,produce:gram_irrigated:region0389_c1,-2.13122,0,
crops,produce:gram_irrigated:region0389_c2,-2.07861,0,
crops,produce:gram_irrigated:region0389_c3,-2.0456,0,
crops,produce:gram_irrigated:region0390_c0,-0.850902,0,
crops,produce:gram_irrigated:region0390_c1,-0.846649,0,
crops,produce:gram_irrigated:region0390_c2,-0.787478,0,
crops,produce:gram_irrigated:region0391_c0,-0.799047,0,
crops,produce:gram_irrigated:region0391_c1,-100,0,
crops,produce:gram_irrigated:region0391_c2,-0.780035,0,
crops,produce:gram_irrigated:region0391_c3,-0.773171,0,
crops,produce:gram_irrigated:region0392_c3,-100,0,
crops,produce:gram_irrigated:region0394_c2,-100,0,
crops,produce:gram_irrigated:region0394_c3,-100,0,
crops,produce:gram_irrigated:region0395_c3,-100,0,
crops,produce:gram_irrigated:region0396_c0,-100,0,
crops,produce:gram_irrigated:region0396_c1,-100,0,
crops,produce:gram_irrigated:region0396_c2,-100,0,
crops,produce:gram_irrigated:region0396_c3,-100,0,
crops,produce:gram_irrigated:region0398_c1,-100,0,
crops,produce:gram_irrigated:region0398_c2,-100,0,
crops,produce:gram_irrigated:region0398_c3,-100,0,
crops,produce:gram_irrigated:region0399_c1,-100,0,
crops,produce:gram_irrigated:region0399_c2,-100,0,
crops,produce:gram_irrigated:region0399_c3,-100,0,
crops,produce:gram_irrigated:region0400_c2,-100,0,
crops,produce:gram_irrigated:region0400_c3,-100,0,
crops,produce:gram_irrigated:region0401_c1,-100,0,
crops,produce:gram_irrigated:region0401_c2,-100,0,
crops,produce:gram_irrigated:region0401_c3,-100,0,
crops,produce:gram_irrigated:region0402_c0,-100,0,
crops,produce:gram_irrigated:region0402_c1,-100,0,
crops,produce:gram_irrigated:region0402_c2,-100,0,
crops,produce:gram_irrigated:region0402_c3,-100,0,
crops,produce:gram_irrigated:region0403_c3,-100,0,
crops,produce:gram_irrigated:region0404_c1,-100,0,
crops,produce:gram_irrigated:region0404_c2,-100,0,
crops,produce:gram_irrigated:region0404_c3,-100,0,
crops,produce:gram_irrigated:region0406_c1,-100,0,
crops,produce:gram_irrigated:region0406_c2,-100,0,
crops,produce:gram_irrigated:region0406_c3,-100,0,
crops,produce:gram_irrigated:region0410_c1,-1.11942,0,
crops,produce:gram_irrigated:region0410_c2,-1.06476,0,
crops,produce:gram_irrigated:region0410_c3,-1.018,0,
crops,produce:gram_irrigated:region0412_c0,-100,0,
crops,produce:gram_irrigated:region0412_c1,-0.850591,0,
crops,produce:gram_irrigated:region0412_c2,-100,0,
crops,produce:gram_irrigated:region0412_c3,-0.76186,0,
crops,produce:gram_irrigated:region0413_c2,-1.0916,0,
crops,produce:gram_irrigated:region0414_c0,-1.87035,0,
crops,produce:gram_irrigated:region0414_c1,-1.93462,0,
crops,produce:gram_irrigated:region0414_c2,-1.98394,0,
crops,produce:gram_irrigated:region0414_c3,-1.95965,0,
crops,produce:gram_irrigated:region0420_c2,-1.26088,0,
crops,produce:gram_irrigated:region0422_c3,-1.36044,0,
crops,produce:gram_irrigated:region0423_c2,-1.31276,0,
crops,produce:gram_irrigated:region0423_c3,-1.31845,0,
crops,produce:gram_irrigated:region0426_c0,-1.16378,0,
crops,produce:gram_irrigated:region0426_c3,-74.4739,0,
crops,produce:gram_irrigated:region0430_c0,-1.02619,0,
crops,produce:gram_irrigated:region0430_c1,-1.08513,0,
crops,produce:gram_irrigated:region0430_c2,-75.4188,0,
crops,produce:gram_irrigated:region0430_c3,-1.04259,0,
crops,produce:gram_irrigated:region0431_c0,-1.12789,0,
crops,produce:gram_irrigated:region0431_c1,-1.13954,0,
crops,produce:gram_irrigated:region0431_c2,-1.08801,0,
crops,produce:gram_irrigated:region0431_c3,-1.14184,0,
crops,produce:gram_irrigated:region0432_c0,-100,0,
crops,produce:gram_irrigated:region0432_c1,-100,0,
crops,produce:gram_irrigated:region0432_c2,-100,0,
crops,produce:gram_irrigated:region0432_c3,-100,0,
crops,produce:gram_irrigated:region0444_c3,-1.18526,0,
crops,produce:gram_irrigated:region0447_c0,-1.0626,0,
crops,produce:gram_irrigated:region0447_c1,-1.06126,0,
crops,produce:gram_irrigated:region0447_c2,-1.06398,0,
crops,produce:gram_irrigated:region0447_c3,-1.06223,0,
crops,produce:gram_irrigated:region0456_c0,-100,0,
crops,produce:gram_irrigated:region0456_c1,-1.14385,0,
crops,produce:gram_irrigated:region0456_c2,-1.09005,0,
crops,produce:gram_irrigated:region0456_c3,-1.09338,0,
crops,produce:gram_irrigated:region0457_c0,-1.1334,0,
crops,produce:gram_irrigated:region0457_c1,-73.6911,0,
crops,produce:gram_irrigated:region0457_c2,-1.05429,0,
crops,produce:gram_irrigated:region0457_c3,-1.04204,0,
crops,produce:gram_irrigated:region0458_c0,-1.12794,0,
crops,produce:gram_irrigated:region0458_c1,-1.07562,0,
crops,produce:gram_irrigated:region0458_c2,-1.08855,0,
crops,produce:gram_irrigated:region0458_c3,-1.09707,0,
crops,produce:gram_irrigated:region0459_c2,-0.932428,0,
crops,produce:gram_irrigated:region0459_c3,-0.950692,0,
crops,produce:gram_irrigated:region0468_c0,-1.21721,0,
crops,produce:gram_irrigated:region0468_c1,-1.22319,0,
crops,produce:gram_irrigated:region0469_c1,-1.21084,0,
crops,produce:gram_irrigated:region0469_c3,-1.20965,0,
crops,produce:gram_irrigated:region0472_c1,-1.14261,0,
crops,produce:gram_irrigated:region0472_c2,-1.16137,0,
crops,produce:gram_irrigated:region0472_c3,-1.16263,0,
crops,produce:gram_irrigated:region0474_c0,-1.21221,0,
crops,produce:gram_irrigated:region0474_c1,-1.18501,0,
crops,produce:gram_irrigated:region0474_c2,-1.18117,0,
crops,produce:gram_irrigated:region0474_c3,-1.16221,0,
crops,produce:gram_irrigated:region0475_c0,-100,0,
crops,produce:gram_irrigated:region0475_c1,-100,0,
crops,produce:gram_irrigated:region0475_c2,-100,0,
crops,produce:gram_irrigated:region0475_c3,-1.17657,0,
crops,produce:gram_irrigated:region0476_c1,-1.22589,0,
crops,produce:gram_irrigated:region0476_c2,-1.20203,0,
crops,produce:gram_irrigated:region0476_c3,-1.20328,0,
crops,produce:gram_irrigated:region0496_c0,-100,0,
crops,produce:gram_irrigated:region0496_c2,-100,0,
crops,produce:gram_irrigated:region0496_c3,-100,0,
crops,produce:gram_irrigated:region0497_c3,-100,0,
crops,produce:gram_irrigated:region0498_c0,-0.714915,0,
crops,produce:gram_irrigated:region0498_c1,-0.707773,0,
crops,produce:gram_irrigated:region0498_c2,-0.709247,0,
crops,produce:gram_irrigated:region0498_c3,-0.734945,0,
crops,produce:gram_irrigated:region0499_c0,-100,0,
crops,produce:gram_irrigated:region0499_c1,-100,0,
crops,produce:gram_irrigated:region0499_c2,-100,0,
crops,produce:gram_irrigated:region0499_c3,-100,0,
crops,produce:gram_irrigated:region0501_c1,-100,0,
crops,produce:gram_irrigated:region0501_c2,-100,0,
crops,produce:gram_irrigated:region0501_c3,-100,0,
crops,produce:gram_irrigated:region0502_c0,-1.29892,0,
crops,produce:gram_irrigated:region0502_c1,-1.29188,0,
crops,produce:gram_irrigated:region0502_c2,-100,0,
crops,produce:gram_irrigated:region0502_c3,-100,0,
crops,produce:gram_irrigated:region0503_c0,-100,0,
crops,produce:gram_irrigated:region0503_c1,-1.23065,0,
crops,produce:gram_irrigated:region0503_c2,-1.25061,0,
crops,produce:gram_irrigated:region0503_c3,-1.18406,0,
crops,produce:gram_irrigated:region0504_c0,-1.22159,0,
crops,produce:gram_irrigated:region0504_c1,-1.21129,0,
crops,produce:gram_irrigated:region0504_c2,-1.16097,0,
crops,produce:gram_irrigated:region0504_c3,-1.08316,0,
crops,produce:gram_irrigated:region0508_c0,-1.32035,0,
crops,produce:gram_irrigated:region0509_c0,-1.3419,0,
crops,produce:gram_irrigated:region0510_c0,-1.42192,0,
crops,produce:gram_irrigated:region0510_c1,-1.38545,0,
crops,produce:gram_irrigated:region0510_c2,-1.39191,0,
crops,produce:gram_irrigated:region0510_c3,-1.31445,0,
crops,produce:gram_irrigated:region0512_c0,-1.37157,0,
crops,produce:gram_irrigated:region0512_c1,-1.4179,0,
crops,produce:gram_irrigated:region0512_c2,-1.38874,0,
crops,produce:gram_irrigated:region0512_c3,-1.29304,0,
crops,produce:gram_irrigated:region0518_c0,-1.27797,0,
crops,produce:gram_irrigated:region0518_c1,-1.3323,0,
crops,produce:gram_irrigated:region0518_c2,-1.44862,0,
crops,produce:gram_irrigated:region0518_c3,-1.48185,0,
crops,produce:gram_irrigated:region0521_c0,-2.41718,0,
crops,produce:gram_irrigated:region0521_c1,-2.39783,0,
crops,produce:gram_irrigated:region0521_c2,-2.3937,0,
crops,produce:gram_irrigated:region0521_c3,-2.41168,0,
crops,produce:gram_irrigated:region0522_c0,-100,0,
crops,produce:gram_irrigated:region0522_c1,-100,0,
crops,produce:gram_irrigated:region0522_c2,-100,0,
crops,produce:gram_irrigated:region0522_c3,-100,0,
crops,produce:gram_irrigated:region0531_c3,-100,0,
crops,produce:gram_irrigated:region0542_c2,-100,0,
crops,produce:gram_irrigated:region0542_c3,-100,0,
crops,produce:gram_irrigated:region0546_c0,-100,0,
crops,produce:gram_irrigated:region0546_c1,-100,0,
crops,produce:gram_irrigated:region0546_c2,-100,0,
crops,produce:gram_irrigated:region0546_c3,-100,0,
crops,produce:gram_irrigated:region0552_c3,-100,0,
crops,produce:gram_irrigated:region0553_c3,-100,0,
crops,produce:gram_irrigated:region0572_c3,-100,0,
crops,produce:gram_irrigated:region0577_c3,-100,0,
crops,produce:gram_irrigated:region0579_c3,-100,0,
crops,produce:gram_irrigated:region0581_c0,-100,0,
crops,produce:gram_irrigated:region0581_c1,-100,0,
crops,produce:gram_irrigated:region0581_c2,-100,0,
crops,produce:gram_irrigated:region0581_c3,-100,0,
crops,produce:gram_irrigated:region0582_c0,-100,0,
crops,produce:gram_irrigated:region0582_c1,-100,0,
crops,produce:gram_irrigated:region0582_c2,-100,0,
crops,produce:gram_irrigated:region0583_c0,-100,0,
crops,produce:gram_irrigated:region0583_c1,-100,0,
crops,produce:gram_irrigated:region0583_c2,-100,0,
crops,produce:gram_irrigated:region0583_c3,-100,0,
crops,produce:gram_irrigated:region0585_c0,-100,0,
crops,produce:gram_irrigated:region0585_c1,-100,0,
crops,produce:gram_irrigated:region0585_c2,-100,0,
crops,produce:gram_irrigated:region0585_c3,-100,0,
crops,produce:gram_irrigated:region0586_c0,-100,0,
crops,produce:gram_irrigated:region0586_c1,-100,0,
crops,produce:gram_irrigated:region0586_c2,-100,0,
crops,produce:gram_irrigated:region0586_c3,-100,0,
crops,produce:gram_irrigated:region0587_c1,-100,0,
crops,produce:gram_irrigated:region0587_c2,-100,0,
crops,produce:gram_irrigated:region0587_c3,-100,0,
crops,produce:gram_irrigated:region0588_c0,-100,0,
crops,produce:gram_irrigated:region0588_c1,-100,0,
crops,produce:gram_irrigated:region0588_c2,-100,0,
crops,produce:gram_irrigated:region0588_c3,-100,0,
crops,produce:gram_irrigated:region0589_c1,-100,0,
crops,produce:gram_irrigated:region0589_c2,-100,0,
crops,produce:gram_irrigated:region0589_c3,-100,0,
crops,produce:gram_irrigated:region0590_c1,-100,0,
crops,produce:gram_irrigated:region0590_c3,-100,0,
crops,produce:gram_irrigated:region0591_c0,-100,0,
crops,produce:gram_irrigated:region0591_c1,-100,0,
crops,produce:gram_irrigated:region0591_c2,-100,0,
crops,produce:gram_irrigated:region0591_c3,-100,0,
crops,produce:gram_irrigated:region0592_c0,-100,0,
crops,produce:gram_irrigated:region0592_c1,-100,0,
crops,produce:gram_irrigated:region0592_c2,-0.885984,0,
crops,produce:gram_irrigated:region0592_c3,-0.880102,0,
crops,produce:gram_irrigated:region0594_c0,-100,0,
crops,produce:gram_irrigated:region0594_c1,-100,0,
crops,produce:gram_irrigated:region0594_c2,-100,0,
crops,produce:gram_irrigated:region0594_c3,-100,0,
crops,produce:gram_irrigated:region0595_c1,-100,0,
crops,produce:gram_irrigated:region0595_c2,-100,0,
crops,produce:gram_irrigated:region0595_c3,-100,0,
crops,produce:gram_irrigated:region0596_c2,-100,0,
crops,produce:gram_irrigated:region0596_c3,-100,0,
crops,produce:gram_irrigated:region0597_c0,-100,0,
crops,produce:gram_irrigated:region0597_c1,-100,0,
crops,produce:gram_irrigated:region0597_c2,-100,0,
crops,produce:gram_irrigated:region0597_c3,-100,0,
crops,produce:gram_irrigated:region0599_c0,-100,0,
crops,produce:gram_irrigated:region0599_c1,-100,0,
crops,produce:gram_irrigated:region0599_c2,-100,0,
crops,produce:gram_irrigated:region0599_c3,-100,0,
crops,produce:gram_irrigated:region0600_c0,-100,0,
crops,produce:gram_irrigated:region0600_c1,-100,0,
crops,produce:gram_irrigated:region0600_c2,-100,0,
crops,produce:gram_irrigated:region0600_c3,-100,0,
crops,produce:gram_irrigated:region0601_c0,-100,0,
crops,produce:gram_irrigated:region0601_c1,-100,0,
crops,produce:gram_irrigated:region0601_c2,-100,0,
crops,produce:gram_irrigated:region0601_c3,-100,0,
crops,produce:gram_irrigated:region0603_c0,-1.35605,0,
crops,produce:gram_irrigated:region0603_c1,-1.24556,0,
crops,produce:gram_irrigated:region0603_c2,-1.2857,0,
crops,produce:gram_irrigated:region0603_c3,-1.24017,0,
crops,produce:gram_irrigated:region0604_c0,-1.20358,0,
crops,produce:gram_irrigated:region0604_c1,-1.15425,0,
crops,produce:gram_irrigated:region0604_c2,-1.15261,0,
crops,produce:gram_irrigated:region0604_c3,-1.0915,0,
crops,produce:gram_irrigated:region0605_c0,-1.38427,0,
crops,produce:gram_irrigated:region0605_c1,-1.32941,0,
crops,produce:gram_irrigated:region0605_c2,-1.32617,0,
crops,produce:gram_irrigated:region0605_c3,-1.39399,0,
crops,produce:gram_irrigated:region0608_c0,-1.14475,0,
crops,produce:gram_irrigated:region0608_c1,-1.14043,0,
crops,produce:gram_irrigated:region0608_c2,-1.13133,0,
crops,produce:gram_irrigated:region0608_c3,-1.21711,0,
crops,produce:gram_irrigated:region0610_c1,-100,0,
crops,produce:gram_irrigated:region0610_c2,-100,0,
crops,produce:gram_irrigated:region0610_c3,-1.11049,0,
crops,produce:gram_irrigated:region0611_c0,-1.34679,0,
crops,produce:gram_irrigated:region0611_c1,-1.27781,0,
crops,produce:gram_irrigated:region0611_c2,-1.29419,0,
crops,produce:gram_irrigated:region0611_c3,-1.38293,0,
crops,produce:gram_irrigated:region0612_c0,-1.18194,0,
crops,produce:gram_irrigated:region0612_c1,-1.16665,0,
crops,produce:gram_irrigated:region0612_c2,-1.1607,0,
crops,produce:gram_irrigated:region0612_c3,-1.15813,0,
crops,produce:gram_irrigated:region0619_c0,-1.16942,0,
crops,produce:gram_irrigated:region0619_c1,-1.12949,0,
crops,produce:gram_irrigated:region0623_c0,-1.11337,0,
crops,produce:gram_irrigated:region0623_c1,-1.08365,0,
crops,produce:gram_irrigated:region0623_c3,-82.2973,0,
crops,produce:gram_irrigated:region0627_c0,-1.26077,0,
crops,produce:gram_irrigated:region0627_c1,-90.985,0,
crops,produce:gram_irrigated:region0627_c2,-90.4575,0,
crops,produce:gram_irrigated:region0627_c3,-1.239,0,
crops,produce:gram_irrigated:region0628_c0,-1.22634,0,
crops,produce:gram_irrigated:region0628_c1,-1.22812,0,
crops,produce:gram_irrigated:region0628_c2,-90.525,0,
crops,produce:gram_irrigated:region0628_c3,-1.21042,0,
crops,produce:gram_irrigated:region0629_c1,-1.16894,0,
crops,produce:gram_irrigated:region0629_c2,-1.16309,0,
crops,produce:gram_irrigated:region0629_c3,-1.16063,0,
crops,produce:gram_irrigated:region0630_c0,-100,0,
crops,produce:gram_irrigated:region0630_c1,-100,0,
crops,produce:gram_irrigated:region0630_c2,-100,0,
crops,produce:gram_irrigated:region0631_c0,-1.08818,0,
crops,produce:gram_irrigated:region0633_c0,-1.12503,0,
crops,produce:gram_irrigated:region0636_c1,-100,0,
crops,produce:gram_irrigated:region0636_c2,-100,0,
crops,produce:gram_irrigated:region0636_c3,-100,0,
crops,produce:gram_irrigated:region0638_c1,-100,0,
crops,produce:gram_irrigated:region0638_c2,-100,0,
crops,produce:gram_irrigated:region0638_c3,-100,0,
crops,produce:gram_irrigated:region0639_c0,-100,0,
crops,produce:gram_irrigated:region0639_c1,-100,0,
crops,produce:gram_irrigated:region0639_c2,-100,0,
crops,produce:gram_irrigated:region0639_c3,-100,0,
crops,produce:gram_irrigated:region0641_c1,-1.4421,0,
crops,produce:gram_irrigated:region0641_c2,-1.39804,0,
crops,produce:gram_irrigated:region0641_c3,-1.3206,0,
crops,produce:gram_irrigated:region0650_c0,-1.15547,0,
crops,produce:gram_irrigated:region0650_c1,-1.10313,0,
crops,produce:gram_irrigated:region0650_c2,-1.06582,0,
crops,produce:gram_irrigated:region0650_c3,-1.08232,0,
crops,produce:gram_irrigated:region0652_c0,-1.0421,0,
crops,produce:gram_irrigated:region0652_c1,-1.03906,0,
crops,produce:gram_irrigated:region0652_c2,-0.984276,0,
crops,produce:gram_irrigated:region0652_c3,-0.958189,0,
crops,produce:gram_irrigated:region0653_c1,-1.07969,0,
crops,produce:gram_irrigated:region0653_c2,-0.934265,0,
crops,produce:gram_irrigated:region0653_c3,-1.01309,0,
crops,produce:gram_irrigated:region0654_c0,-0.980851,0,
crops,produce:gram_irrigated:region0654_c1,-0.963343,0,
crops,produce:gram_irrigated:region0654_c2,-1.01312,0,
crops,produce:gram_irrigated:region0654_c3,-0.985264,0,
crops,produce:gram_irrigated:region0656_c2,-1.20912,0,
crops,produce:gram_irrigated:region0656_c3,-1.18308,0,
crops,produce:gram_irrigated:region0657_c0,-1.0718,0,
crops,produce:gram_irrigated:region0657_c1,-1.06491,0,
crops,produce:gram_irrigated:region0657_c2,-1.07637,0,
crops,produce:gram_irrigated:region0657_c3,-1.05213,0,
crops,produce:gram_irrigated:region0659_c0,-1.02938,0,
crops,produce:gram_irrigated:region0659_c1,-0.8777,0,
crops,produce:gram_irrigated:region0659_c2,-0.974015,0,
crops,produce:gram_irrigated:region0659_c3,-0.907557,0,
crops,produce:gram_irrigated:region0660_c1,-1.00533,0,
crops,produce:gram_irrigated:region0660_c2,-0.998356,0,
crops,produce:gram_irrigated:region0660_c3,-0.999163,0,
crops,produce:gram_irrigated:region0661_c2,-0.976229,0,
crops,produce:gram_irrigated:region0661_c3,-0.951684,0,
crops,produce:gram_irrigated:region0662_c2,-0.985538,0,
crops,produce:gram_irrigated:region0662_c3,-0.983479,0,
crops,produce:gram_irrigated:region0669_c0,-100,0,
crops,produce:gram_irrigated:region0669_c1,-100,0,
crops,produce:gram_irrigated:region0669_c2,-100,0,
crops,produce:gram_irrigated:region0670_c0,-100,0,
crops,produce:gram_irrigated:region0670_c1,-0.970388,0,
crops,produce:gram_irrigated:region0670_c2,-0.959647,0,
crops,produce:gram_irrigated:region0670_c3,-0.935439,0,
crops,produce:gram_irrigated:region0671_c0,-100,0,
crops,produce:gram_irrigated:region0671_c1,-100,0,
crops,produce:gram_irrigated:region0671_c2,-100,0,
crops,produce:gram_irrigated:region0671_c3,-100,0,
crops,produce:gram_irrigated:region0672_c3,-1.1363,0,
crops,produce:gram_irrigated:region0673_c0,-100,0,
crops,produce:gram_irrigated:region0673_c1,-0.600438,0,
crops,produce:gram_irrigated:region0673_c2,-100,0,
crops,produce:gram_irrigated:region0673_c3,-0.598828,0,
crops,produce:gram_irrigated:region0674_c0,-100,0,
crops,produce:gram_irrigated:region0674_c1,-100,0,
crops,produce:gram_irrigated:region0674_c2,-100,0,
crops,produce:gram_irrigated:region0674_c3,-100,0,
crops,produce:gram_irrigated:region0675_c2,-0.903673,0,
crops,produce:gram_irrigated:region0675_c3,-1.08395,0,
crops,produce:gram_irrigated:region0676_c2,-0.912978,0,
crops,produce:gram_irrigated:region0676_c3,-0.975328,0,
crops,produce:gram_irrigated:region0686_c2,-0.696043,0,
crops,produce:gram_irrigated:region0686_c3,-0.723164,0,
crops,produce:gram_irrigated:region0687_c2,-0.682798,0,
crops,produce:gram_irrigated:region0687_c3,-0.764972,0,
crops,produce:gram_irrigated:region0688_c1,-0.867866,0,
crops,produce:gram_irrigated:region0688_c2,-0.853081,0,
crops,produce:gram_irrigated:region0688_c3,-0.864779,0,
crops,produce:gram_irrigated:region0689_c2,-0.657838,0,
crops,produce:gram_irrigated:region0689_c3,-0.661796,0,
crops,produce:gram_irrigated:region0690_c0,-0.678749,0,
crops,produce:gram_irrigated:region0690_c1,-0.676423,0,
crops,produce:gram_irrigated:region0690_c2,-0.654741,0,
crops,produce:gram_irrigated:region0690_c3,-0.582678,0,
crops,produce:gram_irrigated:region0691_c1,-0.756891,0,
crops,produce:gram_irrigated:region0691_c2,-0.710037,0,
crops,produce:gram_irrigated:region0691_c3,-0.702821,0,
crops,produce:gram_irrigated:region0692_c0,-0.704569,0,
crops,produce:gram_irrigated:region0692_c1,-0.693351,0,
crops,produce:gram_irrigated:region0692_c2,-0.694078,0,
crops,produce:gram_irrigated:region0692_c3,-0.652352,0,
crops,produce:gram_irrigated:region0693_c0,-0.672423,0,
crops,produce:gram_irrigated:region0693_c1,-0.627817,0,
crops,produce:gram_irrigated:region0693_c2,-0.59849,0,
crops,produce:gram_irrigated:region0693_c3,-0.602104,0,
crops,produce:gram_irrigated:region0694_c0,-0.805541,0,
crops,produce:gram_irrigated:region0694_c1,-0.840179,0,
crops,produce:gram_irrigated:region0694_c2,-0.866592,0,
crops,produce:gram_irrigated:region0694_c3,-0.846253,0,
crops,produce:gram_irrigated:region0695_c0,-0.769997,0,
crops,produce:gram_irrigated:region0695_c1,-0.846325,0,
crops,produce:gram_irrigated:region0695_c2,-0.839972,0,
crops,produce:gram_irrigated:region0695_c3,-0.76869,0,
crops,produce:gram_irrigated:region0696_c0,-0.729963,0,
crops,produce:gram_irrigated:region0696_c1,-0.739625,0,
crops,produce:gram_irrigated:region0696_c2,-0.710358,0,
crops,produce:gram_irrigated:region0696_c3,-0.699545,0,
