component,mr_group,intercept,slack,slope_basis
crops,produce:dry-pea_rainfed:region0000_c3,-0.569596,0,
crops,produce:dry-pea_rainfed:region0001_c0,-0.781191,0,
crops,produce:dry-pea_rainfed:region0001_c1,-0.647233,0,
crops,produce:dry-pea_rainfed:region0001_c2,-0.646231,0,
crops,produce:dry-pea_rainfed:region0001_c3,-0.641108,0,
crops,produce:dry-pea_rainfed:region0002_c0,-0.641174,0,
crops,produce:dry-pea_rainfed:region0002_c1,-0.634288,0,
crops,produce:dry-pea_rainfed:region0002_c2,-0.591652,0,
crops,produce:dry-pea_rainfed:region0002_c3,-0.561107,0,
crops,produce:dry-pea_rainfed:region0004_c0,-0.641189,0,
crops,produce:dry-pea_rainfed:region0004_c1,-0.635163,0,
crops,produce:dry-pea_rainfed:region0004_c2,-0.628615,0,
crops,produce:dry-pea_rainfed:region0004_c3,-0.620907,0,
crops,produce:dry-pea_rainfed:region0005_c0,-0.619523,0,
crops,produce:dry-pea_rainfed:region0005_c1,-0.604869,0,
crops,produce:dry-pea_rainfed:region0005_c2,-0.596867,0,
crops,produce:dry-pea_rainfed:region0005_c3,-0.592571,0,
crops,produce:dry-pea_rainfed:region0006_c0,-0.596188,0,
crops,produce:dry-pea_rainfed:region0006_c1,-0.571245,0,
crops,produce:dry-pea_rainfed:region0006_c2,-0.536651,0,
crops,produce:dry-pea_rainfed:region0006_c3,-0.529111,0,
crops,produce:dry-pea_rainfed:region0009_c0,-71.2081,0,
crops,produce:dry-pea_rainfed:region0009_c1,-66.5188,0,
crops,produce:dry-pea_rainfed:region0009_c2,-67.7542,0,
crops,produce:dry-pea_rainfed:region0009_c3,-0.560576,0,
crops,produce:dry-pea_rainfed:region0010_c0,-61.6774,0,
crops,produce:dry-pea_rainfed:region0010_c1,-0.601835,0,
crops,produce:dry-pea_rainfed:region0010_c2,-0.552034,0,
crops,produce:dry-pea_rainfed:region0010_c3,-0.489577,0,
crops,produce:dry-pea_rainfed:region0011_c0,-0.328926,0,
crops,produce:dry-pea_rainfed:region0011_c1,-0.281266,0,
crops,produce:dry-pea_rainfed:region0011_c2,-0.262813,0,
crops,produce:dry-pea_rainfed:region0011_c3,-0.219574,0,
crops,produce:dry-pea_rainfed:region0012_c0,-2.00856,0,
crops,produce:dry-pea_rainfed:region0012_c1,-2.00035,0,
crops,produce:dry-pea_rainfed:region0012_c2,-1.96704,0,
crops,produce:dry-pea_rainfed:region0012_c3,-1.91952,0,
crops,produce:dry-pea_rainfed:region0013_c0,-90.4901,0,
crops,produce:dry-pea_rainfed:region0013_c1,-79.0031,0,
crops,produce:dry-pea_rainfed:region0013_c2,-78.9088,0,
crops,produce:dry-pea_rainfed:region0013_c3,-78.7946,0,
crops,produce:dry-pea_rainfed:region0014_c0,-70.2798,0,
crops,produce:dry-pea_rainfed:region0014_c1,-0.357283,0,
crops,produce:dry-pea_rainfed:region0014_c2,-0.323355,0,
crops,produce:dry-pea_rainfed:region0014_c3,-0.31231,0,
crops,produce:dry-pea_rainfed:region0015_c0,-0.638281,0,
crops,produce:dry-pea_rainfed:region0015_c1,-0.633831,0,
crops,produce:dry-pea_rainfed:region0015_c2,-0.629721,0,
crops,produce:dry-pea_rainfed:region0015_c3,-0.625895,0,
crops,produce:dry-pea_rainfed:region0016_c0,-0.645776,0,
crops,produce:dry-pea_rainfed:region0016_c1,-78.9945,0,
crops,produce:dry-pea_rainfed:region0016_c2,-0.62984,0,
crops,produce:dry-pea_rainfed:region0016_c3,-0.619892,0,
crops,produce:dry-pea_rainfed:region0017_c0,-0.602139,0,
crops,produce:dry-pea_rainfed:region0017_c1,-89.4094,0,
crops,produce:dry-pea_rainfed:region0017_c2,-89.3105,0,
crops,produce:dry-pea_rainfed:region0017_c3,-89.1864,0,
crops,produce:dry-pea_rainfed:region0018_c0,-0.485516,0,
crops,produce:dry-pea_rainfed:region0018_c1,-0.447956,0,
crops,produce:dry-pea_rainfed:region0018_c2,-0.436514,0,
crops,produce:dry-pea_rainfed:region0018_c3,-0.421479,0,
crops,produce:dry-pea_rainfed:region0019_c0,-0.621737,0,
crops,produce:dry-pea_rainfed:region0019_c1,-0.613522,0,
crops,produce:dry-pea_rainfed:region0019_c2,-0.609296,0,
crops,produce:dry-pea_rainfed:region0019_c3,-0.601562,0,
crops,produce:dry-pea_rainfed:region0020_c0,-0.570403,0,
crops,produce:dry-pea_rainfed:region0020_c1,-0.57182,0,
crops,produce:dry-pea_rainfed:region0020_c2,-0.548186,0,
crops,produce:dry-pea_rainfed:region0020_c3,-0.528386,0,
crops,produce:dry-pea_rainfed:region0021_c0,-0.878343,0,
crops,produce:dry-pea_rainfed:region0021_c1,-0.808442,0,
crops,produce:dry-pea_rainfed:region0021_c2,-0.7974,0,
crops,produce:dry-pea_rainfed:region0021_c3,-0.784353,0,
crops,produce:dry-pea_rainfed:region0022_c0,-0.721675,0,
crops,produce:dry-pea_rainfed:region0022_c1,-0.716073,0,
crops,produce:dry-pea_rainfed:region0022_c2,-0.712663,0,
crops,produce:dry-pea_rainfed:region0022_c3,-0.710961,0,
crops,produce:dry-pea_rainfed:region0023_c0,-0.605162,0,
crops,produce:dry-pea_rainfed:region0023_c1,-0.588921,0,
crops,produce:dry-pea_rainfed:region0023_c2,-0.574071,0,
crops,produce:dry-pea_rainfed:region0023_c3,-0.561556,0,
crops,produce:dry-pea_rainfed:region0024_c0,-2.71353,0,
crops,produce:dry-pea_rainfed:region0024_c1,-2.70467,0,
crops,produce:dry-pea_rainfed:region0024_c2,-2.70553,0,
crops,produce:dry-pea_rainfed:region0024_c3,-2.71173,0,
crops,produce:dry-pea_rainfed:region0025_c0,-2.72408,0,
crops,produce:dry-pea_rainfed:region0025_c1,-2.70355,0,
crops,produce:dry-pea_rainfed:region0025_c2,-2.69461,0,
crops,produce:dry-pea_rainfed:region0025_c3,-2.67747,0,
crops,produce:dry-pea_rainfed:region0026_c0,-2.70691,0,
crops,produce:dry-pea_rainfed:region0026_c1,-2.69183,0,
crops,produce:dry-pea_rainfed:region0026_c2,-2.67591,0,
crops,produce:dry-pea_rainfed:region0026_c3,-2.66986,0,
crops,produce:dry-pea_rainfed:region0027_c0,-0.542411,0,
crops,produce:dry-pea_rainfed:region0027_c1,-0.540768,0,
crops,produce:dry-pea_rainfed:region0027_c2,-0.536763,0,
crops,produce:dry-pea_rainfed:region0027_c3,-0.540394,0,
crops,produce:dry-pea_rainfed:region0028_c0,-0.529907,0,
crops,produce:dry-pea_rainfed:region0028_c1,-0.523132,0,
crops,produce:dry-pea_rainfed:region0028_c2,-0.46648,0,
crops,produce:dry-pea_rainfed:region0028_c3,-0.503237,0,
crops,produce:dry-pea_rainfed:region0029_c0,-0.579179,0,
crops,produce:dry-pea_rainfed:region0029_c1,-0.572603,0,
crops,produce:dry-pea_rainfed:region0029_c2,-0.563343,0,
crops,produce:dry-pea_rainfed:region0029_c3,-0.552036,0,
crops,produce:dry-pea_rainfed:region0030_c0,-79.2051,0,
crops,produce:dry-pea_rainfed:region0030_c1,-0.604554,0,
crops,produce:dry-pea_rainfed:region0030_c2,-0.586073,0,
crops,produce:dry-pea_rainfed:region0030_c3,-0.571298,0,
crops,produce:dry-pea_rainfed:region0031_c0,-0.610744,0,
crops,produce:dry-pea_rainfed:region0031_c1,-0.607735,0,
crops,produce:dry-pea_rainfed:region0031_c2,-0.599674,0,
crops,produce:dry-pea_rainfed:region0031_c3,-0.59013,0,
crops,produce:dry-pea_rainfed:region0032_c0,-0.517611,0,
crops,produce:dry-pea_rainfed:region0032_c1,-0.514065,0,
crops,produce:dry-pea_rainfed:region0032_c2,-0.512271,0,
crops,produce:dry-pea_rainfed:region0032_c3,-0.509559,0,
crops,produce:dry-pea_rainfed:region0033_c0,-0.522598,0,
crops,produce:dry-pea_rainfed:region0033_c1,-0.518771,0,
crops,produce:dry-pea_rainfed:region0033_c2,-0.513768,0,
crops,produce:dry-pea_rainfed:region0033_c3,-0.508098,0,
crops,produce:dry-pea_rainfed:region0034_c0,-51.1128,0,
crops,produce:dry-pea_rainfed:region0034_c1,-0.885833,0,
crops,produce:dry-pea_rainfed:region0034_c2,-0.839235,0,
crops,produce:dry-pea_rainfed:region0034_c3,-0.804392,0,
crops,produce:dry-pea_rainfed:region0035_c0,-1.05421,0,
crops,produce:dry-pea_rainfed:region0035_c1,-1.05165,0,
crops,produce:dry-pea_rainfed:region0035_c2,-1.04933,0,
crops,produce:dry-pea_rainfed:region0035_c3,-1.04398,0,
crops,produce:dry-pea_rainfed:region0036_c0,-0.511786,0,
crops,produce:dry-pea_rainfed:region0036_c1,-0.464957,0,
crops,produce:dry-pea_rainfed:region0036_c2,-0.436435,0,
crops,produce:dry-pea_rainfed:region0036_c3,-0.40858,0,
crops,produce:dry-pea_rainfed:region0037_c0,-69.9779,0,
crops,produce:dry-pea_rainfed:region0037_c1,-69.5726,0,
crops,produce:dry-pea_rainfed:region0037_c2,-0.460373,0,
crops,produce:dry-pea_rainfed:region0037_c3,-0.387036,0,
crops,produce:dry-pea_rainfed:region0038_c0,-0.617833,0,
crops,produce:dry-pea_rainfed:region0038_c1,-0.604858,0,
crops,produce:dry-pea_rainfed:region0038_c2,-0.609444,0,
crops,produce:dry-pea_rainfed:region0038_c3,-0.620742,0,
crops,produce:dry-pea_rainfed:region0039_c0,-0.647237,0,
crops,produce:dry-pea_rainfed:region0039_c1,-0.639646,0,
crops,produce:dry-pea_rainfed:region0039_c2,-0.630567,0,
crops,produce:dry-pea_rainfed:region0039_c3,-0.614639,0,
crops,produce:dry-pea_rainfed:region0040_c0,-0.651453,0,
crops,produce:dry-pea_rainfed:region0040_c1,-0.648404,0,
crops,produce:dry-pea_rainfed:region0040_c2,-0.635607,0,
crops,produce:dry-pea_rainfed:region0040_c3,-0.630835,0,
crops,produce:dry-pea_rainfed:region0041_c0,-0.650158,0,
crops,produce:dry-pea_rainfed:region0041_c1,-0.650751,0,
crops,produce:dry-pea_rainfed:region0041_c2,-0.642138,0,
crops,produce:dry-pea_rainfed:region0041_c3,-0.634519,0,
crops,produce:dry-pea_rainfed:region0042_c0,-0.651521,0,
crops,produce:dry-pea_rainfed:region0042_c1,-0.643794,0,
crops,produce:dry-pea_rainfed:region0042_c2,-0.648269,0,
crops,produce:dry-pea_rainfed:region0042_c3,-0.642467,0,
crops,produce:dry-pea_rainfed:region0043_c0,-0.649295,0,
crops,produce:dry-pea_rainfed:region0043_c1,-0.644329,0,
crops,produce:dry-pea_rainfed:region0043_c2,-0.645082,0,
crops,produce:dry-pea_rainfed:region0043_c3,-0.634464,0,
crops,produce:dry-pea_rainfed:region0044_c0,-0.996957,0,
crops,produce:dry-pea_rainfed:region0044_c1,-0.992258,0,
crops,produce:dry-pea_rainfed:region0044_c2,-0.976626,0,
crops,produce:dry-pea_rainfed:region0044_c3,-0.964658,0,
crops,produce:dry-pea_rainfed:region0045_c0,-0.631493,0,
crops,produce:dry-pea_rainfed:region0045_c1,-0.625064,0,
crops,produce:dry-pea_rainfed:region0045_c2,-0.625231,0,
crops,produce:dry-pea_rainfed:region0045_c3,-0.626457,0,
crops,produce:dry-pea_rainfed:region0046_c0,-0.634425,0,
crops,produce:dry-pea_rainfed:region0046_c1,-0.632337,0,
crops,produce:dry-pea_rainfed:region0046_c2,-0.631584,0,
crops,produce:dry-pea_rainfed:region0046_c3,-0.620584,0,
crops,produce:dry-pea_rainfed:region0047_c0,-0.662802,0,
crops,produce:dry-pea_rainfed:region0047_c1,-0.662735,0,
crops,produce:dry-pea_rainfed:region0047_c2,-0.661503,0,
crops,produce:dry-pea_rainfed:region0047_c3,-0.656146,0,
crops,produce:dry-pea_rainfed:region0048_c0,-0.643487,0,
crops,produce:dry-pea_rainfed:region0048_c1,-0.637433,0,
crops,produce:dry-pea_rainfed:region0048_c2,-0.623896,0,
crops,produce:dry-pea_rainfed:region0048_c3,-0.612736,0,
crops,produce:dry-pea_rainfed:region0049_c0,-0.527887,0,
crops,produce:dry-pea_rainfed:region0049_c2,-0.525002,0,
crops,produce:dry-pea_rainfed:region0049_c3,-0.481324,0,
crops,produce:dry-pea_rainfed:region0050_c0,-0.482427,0,
crops,produce:dry-pea_rainfed:region0050_c1,-0.46482,0,
crops,produce:dry-pea_rainfed:region0050_c2,-0.453965,0,
crops,produce:dry-pea_rainfed:region0050_c3,-0.382102,0,
crops,produce:dry-pea_rainfed:region0051_c0,-0.544955,0,
crops,produce:dry-pea_rainfed:region0051_c1,-0.476589,0,
crops,produce:dry-pea_rainfed:region0051_c2,-0.430179,0,
crops,produce:dry-pea_rainfed:region0051_c3,-0.388368,0,
crops,produce:dry-pea_rainfed:region0053_c0,-0.704649,0,
crops,produce:dry-pea_rainfed:region0053_c1,-0.660782,0,
crops,produce:dry-pea_rainfed:region0053_c2,-0.629883,0,
crops,produce:dry-pea_rainfed:region0053_c3,-0.581236,0,
crops,produce:dry-pea_rainfed:region0054_c0,-0.641755,0,
crops,produce:dry-pea_rainfed:region0054_c1,-0.619417,0,
crops,produce:dry-pea_rainfed:region0054_c2,-0.604616,0,
crops,produce:dry-pea_rainfed:region0054_c3,-0.597995,0,
crops,produce:dry-pea_rainfed:region0055_c0,-74.6507,0,
crops,produce:dry-pea_rainfed:region0055_c1,-73.1574,0,
crops,produce:dry-pea_rainfed:region0055_c2,-0.571759,0,
crops,produce:dry-pea_rainfed:region0055_c3,-0.558212,0,
crops,produce:dry-pea_rainfed:region0057_c0,-74.5851,0,
crops,produce:dry-pea_rainfed:region0057_c1,-0.615342,0,
crops,produce:dry-pea_rainfed:region0057_c2,-0.546044,0,
crops,produce:dry-pea_rainfed:region0057_c3,-0.508787,0,
crops,produce:dry-pea_rainfed:region0058_c0,-0.532489,0,
crops,produce:dry-pea_rainfed:region0058_c1,-0.534623,0,
crops,produce:dry-pea_rainfed:region0058_c2,-0.534021,0,
crops,produce:dry-pea_rainfed:region0058_c3,-0.535472,0,
crops,produce:dry-pea_rainfed:region0060_c0,-0.649301,0,
crops,produce:dry-pea_rainfed:region0060_c1,-66.8985,0,
crops,produce:dry-pea_rainfed:region0060_c2,-0.630714,0,
crops,produce:dry-pea_rainfed:region0060_c3,-0.6046,0,
crops,produce:dry-pea_rainfed:region0061_c0,-0.280046,0,
crops,produce:dry-pea_rainfed:region0061_c1,-0.271463,0,
crops,produce:dry-pea_rainfed:region0061_c2,-0.250359,0,
crops,produce:dry-pea_rainfed:region0061_c3,-0.20562,0,
crops,produce:dry-pea_rainfed:region0062_c0,-51.6274,0,
crops,produce:dry-pea_rainfed:region0062_c1,-38.2989,0,
crops,produce:dry-pea_rainfed:region0062_c2,-0.529497,0,
crops,produce:dry-pea_rainfed:region0062_c3,-0.497662,0,
crops,produce:dry-pea_rainfed:region0063_c0,-93.3439,0,
crops,produce:dry-pea_rainfed:region0063_c1,-92.5312,0,
crops,produce:dry-pea_rainfed:region0063_c2,-0.764936,0,
crops,produce:dry-pea_rainfed:region0063_c3,-0.710849,0,
crops,produce:dry-pea_rainfed:region0064_c0,-0.602307,0,
crops,produce:dry-pea_rainfed:region0064_c1,-0.554107,0,
crops,produce:dry-pea_rainfed:region0064_c2,-0.530444,0,
crops,produce:dry-pea_rainfed:region0064_c3,-0.500597,0,
crops,produce:dry-pea_rainfed:region0065_c0,-0.49418,0,
crops,produce:dry-pea_rainfed:region0065_c1,-0.447299,0,
crops,produce:dry-pea_rainfed:region0065_c2,-0.427638,0,
crops,produce:dry-pea_rainfed:region0065_c3,-0.421935,0,
crops,produce:dry-pea_rainfed:region0066_c0,-0.570433,0,
crops,produce:dry-pea_rainfed:region0066_c1,-0.532843,0,
crops,produce:dry-pea_rainfed:region0066_c2,-0.517566,0,
crops,produce:dry-pea_rainfed:region0066_c3,-0.482586,0,
crops,produce:dry-pea_rainfed:region0067_c0,-0.630644,0,
crops,produce:dry-pea_rainfed:region0067_c1,-0.62274,0,
crops,produce:dry-pea_rainfed:region0067_c2,-0.616586,0,
crops,produce:dry-pea_rainfed:region0067_c3,-0.607744,0,
crops,produce:dry-pea_rainfed:region0068_c0,-0.639667,0,
crops,produce:dry-pea_rainfed:region0068_c1,-0.610302,0,
crops,produce:dry-pea_rainfed:region0068_c2,-43.2096,0,
crops,produce:dry-pea_rainfed:region0068_c3,-0.471234,0,
crops,produce:dry-pea_rainfed:region0069_c1,-0.592972,0,
crops,produce:dry-pea_rainfed:region0069_c2,-0.585377,0,
crops,produce:dry-pea_rainfed:region0069_c3,-0.564645,0,
crops,produce:dry-pea_rainfed:region0070_c0,-0.642107,0,
crops,produce:dry-pea_rainfed:region0070_c1,-0.639601,0,
crops,produce:dry-pea_rainfed:region0070_c2,-0.635432,0,
crops,produce:dry-pea_rainfed:region0070_c3,-0.633221,0,
crops,produce:dry-pea_rainfed:region0071_c0,-0.616223,0,
crops,produce:dry-pea_rainfed:region0071_c1,-0.609803,0,
crops,produce:dry-pea_rainfed:region0071_c2,-0.60543,0,
crops,produce:dry-pea_rainfed:region0071_c3,-0.594374,0,
crops,produce:dry-pea_rainfed:region0072_c0,-0.628185,0,
crops,produce:dry-pea_rainfed:region0072_c1,-77.5155,0,
crops,produce:dry-pea_rainfed:region0072_c2,-0.615742,0,
crops,produce:dry-pea_rainfed:region0072_c3,-0.605309,0,
crops,produce:dry-pea_rainfed:region0073_c0,-0.636572,0,
crops,produce:dry-pea_rainfed:region0073_c1,-0.632204,0,
crops,produce:dry-pea_rainfed:region0073_c2,-0.631871,0,
crops,produce:dry-pea_rainfed:region0073_c3,-0.631027,0,
crops,produce:dry-pea_rainfed:region0074_c0,-0.644398,0,
crops,produce:dry-pea_rainfed:region0075_c0,-0.639534,0,
crops,produce:dry-pea_rainfed:region0075_c1,-0.625522,0,
crops,produce:dry-pea_rainfed:region0075_c2,-0.617375,0,
crops,produce:dry-pea_rainfed:region0075_c3,-0.578297,0,
crops,produce:dry-pea_rainfed:region0076_c0,-0.60633,0,
crops,produce:dry-pea_rainfed:region0077_c0,-0.659132,0,
crops,produce:dry-pea_rainfed:region0077_c1,-0.649537,0,
crops,produce:dry-pea_rainfed:region0077_c2,-0.643395,0,
crops,produce:dry-pea_rainfed:region0077_c3,-0.637881,0,
crops,produce:dry-pea_rainfed:region0078_c0,-0.639165,0,
crops,produce:dry-pea_rainfed:region0078_c1,-0.624623,0,
crops,produce:dry-pea_rainfed:region0078_c2,-0.636535,0,
crops,produce:dry-pea_rainfed:region0078_c3,-0.622448,0,
crops,produce:dry-pea_rainfed:region0079_c0,-0.61819,0,
crops,produce:dry-pea_rainfed:region0079_c1,-0.609069,0,
crops,produce:dry-pea_rainfed:region0079_c2,-0.607259,0,
crops,produce:dry-pea_rainfed:region0079_c3,-0.5882,0,
crops,produce:dry-pea_rainfed:region0080_c0,-0.660175,0,
crops,produce:dry-pea_rainfed:region0080_c1,-0.65214,0,
crops,produce:dry-pea_rainfed:region0080_c2,-0.643289,0,
crops,produce:dry-pea_rainfed:region0080_c3,-0.641669,0,
crops,produce:dry-pea_rainfed:region0081_c0,-0.620068,0,
crops,produce:dry-pea_rainfed:region0081_c1,-0.613054,0,
crops,produce:dry-pea_rainfed:region0081_c2,-0.604814,0,
crops,produce:dry-pea_rainfed:region0081_c3,-0.593113,0,
crops,produce:dry-pea_rainfed:region0082_c0,-0.655278,0,
crops,produce:dry-pea_rainfed:region0082_c1,-0.653607,0,
crops,produce:dry-pea_rainfed:region0082_c2,-0.652392,0,
crops,produce:dry-pea_rainfed:region0082_c3,-0.642042,0,
crops,produce:dry-pea_rainfed:region0083_c0,-0.907928,0,
crops,produce:dry-pea_rainfed:region0083_c1,-0.8929,0,
crops,produce:dry-pea_rainfed:region0083_c2,-0.876602,0,
crops,produce:dry-pea_rainfed:region0083_c3,-0.852122,0,
crops,produce:dry-pea_rainfed:region0084_c0,-0.608751,0,
crops,produce:dry-pea_rainfed:region0084_c1,-0.6111,0,
crops,produce:dry-pea_rainfed:region0084_c2,-0.605796,0,
crops,produce:dry-pea_rainfed:region0084_c3,-0.585801,0,
crops,produce:dry-pea_rainfed:region0085_c0,-0.597855,0,
crops,produce:dry-pea_rainfed:region0085_c1,-0.544175,0,
crops,produce:dry-pea_rainfed:region0085_c2,-0.530541,0,
crops,produce:dry-pea_rainfed:region0085_c3,-0.514014,0,
crops,produce:dry-pea_rainfed:region0086_c0,-0.640916,0,
crops,produce:dry-pea_rainfed:region0086_c1,-0.63148,0,
crops,produce:dry-pea_rainfed:region0086_c2,-0.630539,0,
crops,produce:dry-pea_rainfed:region0086_c3,-0.631606,0,
crops,produce:dry-pea_rainfed:region0087_c0,-0.642223,0,
crops,produce:dry-pea_rainfed:region0087_c1,-0.627573,0,
crops,produce:dry-pea_rainfed:region0087_c2,-0.620536,0,
crops,produce:dry-pea_rainfed:region0087_c3,-0.611854,0,
crops,produce:dry-pea_rainfed:region0088_c0,-0.654389,0,
crops,produce:dry-pea_rainfed:region0088_c1,-0.636715,0,
crops,produce:dry-pea_rainfed:region0088_c2,-0.759194,0,
crops,produce:dry-pea_rainfed:region0088_c3,-0.623136,0,
crops,produce:dry-pea_rainfed:region0089_c0,-0.49193,0,
crops,produce:dry-pea_rainfed:region0089_c1,-33.237,0,
crops,produce:dry-pea_rainfed:region0089_c2,-0.320108,0,
crops,produce:dry-pea_rainfed:region0089_c3,-0.252945,0,
crops,produce:dry-pea_rainfed:region0090_c0,-88.0658,0,
crops,produce:dry-pea_rainfed:region0090_c1,-0.626722,0,
crops,produce:dry-pea_rainfed:region0090_c2,-0.618412,0,
crops,produce:dry-pea_rainfed:region0090_c3,-0.577639,0,
crops,produce:dry-pea_rainfed:region0091_c0,-0.634372,0,
crops,produce:dry-pea_rainfed:region0091_c1,-87.965,0,
crops,produce:dry-pea_rainfed:region0091_c2,-0.616416,0,
crops,produce:dry-pea_rainfed:region0091_c3,-0.573958,0,
crops,produce:dry-pea_rainfed:region0092_c0,-90.1879,0,
crops,produce:dry-pea_rainfed:region0092_c1,-90.0491,0,
crops,produce:dry-pea_rainfed:region0092_c2,0.539058,0,
crops,produce:dry-pea_rainfed:region0092_c3,1.05733,0,
crops,produce:dry-pea_rainfed:region0094_c0,-51.2986,0,
crops,produce:dry-pea_rainfed:region0094_c1,-51.2826,0,
crops,produce:dry-pea_rainfed:region0094_c2,-0.064323,0,
crops,produce:dry-pea_rainfed:region0094_c3,-0.0427756,0,
crops,produce:dry-pea_rainfed:region0095_c0,-0.589968,0,
crops,produce:dry-pea_rainfed:region0095_c1,-0.56704,0,
crops,produce:dry-pea_rainfed:region0095_c2,-0.550098,0,
crops,produce:dry-pea_rainfed:region0095_c3,-0.472251,0,
crops,produce:dry-pea_rainfed:region0096_c0,-1.25037,0,
crops,produce:dry-pea_rainfed:region0096_c1,-1.25091,0,
crops,produce:dry-pea_rainfed:region0096_c2,-1.24732,0,
crops,produce:dry-pea_rainfed:region0096_c3,-1.37421,0,
crops,produce:dry-pea_rainfed:region0097_c1,-0.587505,0,
crops,produce:dry-pea_rainfed:region0097_c2,-83.2483,0,
crops,produce:dry-pea_rainfed:region0097_c3,-82.6799,0,
crops,produce:dry-pea_rainfed:region0098_c0,-0.44719,0,
crops,produce:dry-pea_rainfed:region0098_c1,-0.403393,0,
crops,produce:dry-pea_rainfed:region0098_c2,-0.379873,0,
crops,produce:dry-pea_rainfed:region0098_c3,-0.398431,0,
crops,produce:dry-pea_rainfed:region0099_c0,-94.3896,0,
crops,produce:dry-pea_rainfed:region0099_c1,-81.9122,0,
crops,produce:dry-pea_rainfed:region0099_c2,-81.9038,0,
crops,produce:dry-pea_rainfed:region0099_c3,-80.9379,0,
crops,produce:dry-pea_rainfed:region0100_c0,-81.5777,0,
crops,produce:dry-pea_rainfed:region0100_c1,-81.2422,0,
crops,produce:dry-pea_rainfed:region0100_c2,-0.124508,0,
crops,produce:dry-pea_rainfed:region0100_c3,-0.0925506,0,
crops,produce:dry-pea_rainfed:region0101_c0,-81.6575,0,
crops,produce:dry-pea_rainfed:region0101_c1,-81.5167,0,
crops,produce:dry-pea_rainfed:region0101_c2,-80.9559,0,
crops,produce:dry-pea_rainfed:region0101_c3,-0.118198,0,
crops,produce:dry-pea_rainfed:region0102_c0,-0.6642,0,
crops,produce:dry-pea_rainfed:region0102_c1,-0.660425,0,
crops,produce:dry-pea_rainfed:region0102_c2,-0.651871,0,
crops,produce:dry-pea_rainfed:region0102_c3,-0.637859,0,
crops,produce:dry-pea_rainfed:region0103_c1,-0.537168,0,
crops,produce:dry-pea_rainfed:region0103_c2,-0.52009,0,
crops,produce:dry-pea_rainfed:region0103_c3,-0.48253,0,
crops,produce:dry-pea_rainfed:region0104_c0,-0.577421,0,
crops,produce:dry-pea_rainfed:region0104_c1,-0.55159,0,
crops,produce:dry-pea_rainfed:region0104_c2,-0.534672,0,
crops,produce:dry-pea_rainfed:region0104_c3,-0.516251,0,
crops,produce:dry-pea_rainfed:region0105_c0,-0.454935,0,
crops,produce:dry-pea_rainfed:region0105_c1,-0.436079,0,
crops,produce:dry-pea_rainfed:region0105_c2,-0.450549,0,
crops,produce:dry-pea_rainfed:region0105_c3,-0.433462,0,
crops,produce:dry-pea_rainfed:region0106_c0,-0.594904,0,
crops,produce:dry-pea_rainfed:region0106_c1,-0.575716,0,
crops,produce:dry-pea_rainfed:region0106_c2,-0.538394,0,
crops,produce:dry-pea_rainfed:region0106_c3,-0.478616,0,
crops,produce:dry-pea_rainfed:region0107_c0,-83.1246,0,
crops,produce:dry-pea_rainfed:region0107_c1,-82.899,0,
crops,produce:dry-pea_rainfed:region0107_c2,-0.552495,0,
crops,produce:dry-pea_rainfed:region0107_c3,-0.511069,0,
crops,produce:dry-pea_rainfed:region0108_c0,-0.633613,0,
crops,produce:dry-pea_rainfed:region0108_c1,-0.630068,0,
crops,produce:dry-pea_rainfed:region0108_c2,-0.618868,0,
crops,produce:dry-pea_rainfed:region0108_c3,-0.603201,0,
crops,produce:dry-pea_rainfed:region0109_c1,-83.1512,0,
crops,produce:dry-pea_rainfed:region0109_c2,-83.3119,0,
crops,produce:dry-pea_rainfed:region0109_c3,-0.601613,0,
crops,produce:dry-pea_rainfed:region0111_c0,-0.556283,0,
crops,produce:dry-pea_rainfed:region0111_c1,-0.533823,0,
crops,produce:dry-pea_rainfed:region0111_c2,-0.544174,0,
crops,produce:dry-pea_rainfed:region0111_c3,-0.556865,0,
crops,produce:dry-pea_rainfed:region0112_c0,0.0196079,0,
crops,produce:dry-pea_rainfed:region0112_c1,0.0249658,0,
crops,produce:dry-pea_rainfed:region0112_c2,0.0252846,0,
crops,produce:dry-pea_rainfed:region0112_c3,0.0263836,0,
crops,produce:dry-pea_rainfed:region0113_c0,-0.393882,0,
crops,produce:dry-pea_rainfed:region0113_c1,-0.371957,0,
crops,produce:dry-pea_rainfed:region0113_c2,-0.352314,0,
crops,produce:dry-pea_rainfed:region0113_c3,-0.332123,0,
crops,produce:dry-pea_rainfed:region0114_c0,-0.358379,0,
crops,produce:dry-pea_rainfed:region0114_c1,-0.341647,0,
crops,produce:dry-pea_rainfed:region0114_c2,-0.315743,0,
crops,produce:dry-pea_rainfed:region0114_c3,-0.190168,0,
crops,produce:dry-pea_rainfed:region0115_c0,-92.6,0,
crops,produce:dry-pea_rainfed:region0115_c1,-0.400455,0,
crops,produce:dry-pea_rainfed:region0115_c2,-0.344642,0,
crops,produce:dry-pea_rainfed:region0115_c3,-0.309781,0,
crops,produce:dry-pea_rainfed:region0116_c0,-0.367018,0,
crops,produce:dry-pea_rainfed:region0116_c1,-79.6653,0,
crops,produce:dry-pea_rainfed:region0116_c2,-80.639,0,
crops,produce:dry-pea_rainfed:region0116_c3,-0.311271,0,
crops,produce:dry-pea_rainfed:region0117_c0,-0.312943,0,
